"scientific_name","common_english","common_indonesian","common_malay","description","image_url","source_url_1","source_url_2","data_source"
"Pnoepyga pusilla","Pygmy Cupwing","Berencet Kerdil","Rimba Hujan Kerdil","The Pygmy cupwing. A tiny, round brown bird with dark upperparts and black-and-white scaled underparts, giving it a furtive, rodent-like appearance. It inhabits subtropical and tropical moist lowland and montane forests from the Himalayas to the Lesser Sunda Islands. The species remains fairly common throughout its range.","https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Pygmy_Wren-Babbler_-_Gunung_Gede%2C_West_Java%2C_Indonesia.jpg/500px-Pygmy_Wren-Babbler_-_Gunung_Gede%2C_West_Java%2C_Indonesia.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=EBDB2EF8903BC301","https://ebird.org/species/pywbab1","birdApp classification_dict"
"Poecilodryas hypoleuca","Black-sided Robin","Robin Belang","","The Black-sided robin. A medium-sized robin with black upperparts, head, and side chest markings, white underparts, thin white eyebrow, and wing patch. It inhabits lowland and foothill forests in Indonesia and Papua New Guinea, usually shy and more often heard than seen. The species remains fairly common within its range.","https://static.inaturalist.org/photos/61762855/medium.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=A4623B6782D88FA8","https://ebird.org/species/blsrob2","birdApp classification_dict"
"Polyplectron malacense","Malayan Peacock-Pheasant","Merak kerdil","Kuang Bulan","The Malayan peacock-pheasant. A stumpy, odd-looking pheasant with dull brown plumage, iridescent green and blue eye-spots on the upperparts, and a forward-pointing crest; males are thicker-set with brighter red facial skin. It inhabits lowland rainforests in the Malay Peninsula, moving quietly and displaying complex behaviors during the breeding season. The species is classified as Endangered and remains uncommon within its range.","https://upload.wikimedia.org/wikipedia/commons/3/33/BxZ_Polyplectron_malacense_00.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=DBFC1B0CD4D762C0","https://ebird.org/species/mapphe1","birdApp classification_dict"
"Polyplectron schleiermacheri","Bornean Peacock-Pheasant","Kuaukerdil Kalimantan","","A medium-sized pheasant up to 50 cm long, rufous-brown and black spotted, with an elongated crest and bare red skin around the eye. The male's breast sides are metallic blue-green bordering a white throat, and its tail feathers bear large blue-green ocelli fanned during courtship display. Endemic to Borneo, it inhabits lowland forest along river valleys between 100-500 m elevation, avoiding swampy areas. A very shy species that flees into cover rather than flying, it is rarely observed.","https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Polyplectron_schleiermacheri_-Jurong_Bird_Park%2C_Singapore-8a.jpg/250px-Polyplectron_schleiermacheri_-Jurong_Bird_Park%2C_Singapore-8a.jpg","https://avibase.bsc-eoc.org/species.jsp?avibaseid=2F560EC78D64B628","https://birdsoftheworld.org/bow/species/bopphe1/cur/introduction","manual research"
"Pomatorhinus bornensis","Sunda Scimitar-Babbler","","","The Sunda scimitar babbler. An attractive babbler with a black head, long white eyebrow, white throat to mid-belly, dark maroon body, and slightly decurved horn-colored bill. It inhabits lowland and montane forests in Sumatra, Borneo, and Malaysia, usually foraging singly or in pairs and sometimes joining mixed-species flocks. The species remains fairly common within its range.","https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/0A2A0688_White-browed_Scimitar-Babbler_%28cropped%29.jpg/960px-0A2A0688_White-browed_Scimitar-Babbler_%28cropped%29.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=AA735A3ABA4645C6","https://ebird.org/species/chbscb2","birdApp classification_dict (image URL replaced, original was dead/rejected)"
"Prinia flaviventris","Yellow-bellied Prinia","Perenjak Rawa","Perenjak Kuning","The Yellow-bellied prinia. A brightly colored prinia with dark upperparts, yellowish underparts, white throat, eyering, and a thin stripe between the eye and bill. It inhabits lowland fields, wetlands, and meadows across Pakistan, the southern Himalayan foothills, northeastern India, and Southeast Asia, usually found singly or in pairs. The species remains fairly common throughout its range.","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Prinia_flavi_raff_190221-P900964_rup.JPG/1280px-Prinia_flavi_raff_190221-P900964_rup.JPG","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=3673189E14C26990","https://ebird.org/species/yebpri1","birdApp classification_dict"
"Psilopogon armillaris","Flame-fronted Barbet","Cangkarang","","The Flame-fronted barbet. A medium-sized barbet with green plumage, yellow-orange forehead, blue nape, and an orange chest crescent. It inhabits foothill and lower montane forests on Java and Bali, usually found from the lower slopes up to the base of the mountains. The species remains fairly common within its limited range.","https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Flame-fronted_Barbet_%28Megalaima_armillaris_armillaris%29.jpg/500px-Flame-fronted_Barbet_%28Megalaima_armillaris_armillaris%29.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=1DDCF3CBC3485EBB","https://ebird.org/species/flfbar1","birdApp classification_dict"
"Psilopogon chrysopogon","Gold-whiskered Barbet","Takur Gedang","Takor Jambang Emas","The Golden-whiskered barbet. A green barbet with bright yellow cheeks, traces of red and blue on the head, and a heavy bill. It inhabits lowland and foothill forests of the western Malay Archipelago, foraging high in the canopy. The species remains fairly common and widespread throughout its range.","https://upload.wikimedia.org/wikipedia/commons/e/e6/Burung_Takur_Besar.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=FA4F17DBF9615C04","https://ebird.org/species/gowbar2","birdApp classification_dict"
"Psilopogon duvaucelii","Black-eared Barbet","","","The Black-eared barbet. A small barbet of dense broad-leaved forests with bright green plumage and a blue face patterned with black, red, orange, and yellow; juveniles are green with a powder-blue face and no dark markings. It inhabits lowland and foothill forests in Peninsular Malaysia, Sumatra, and Borneo, usually staying in the dense canopy. The species remains fairly common throughout its wide range.","https://upload.wikimedia.org/wikipedia/commons/f/f6/Blue-eared_Barbet_%28Psilopogon_duvaucelii_cyanoticus%29.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=EE82B503BC01268A","https://ebird.org/species/buebar2","birdApp classification_dict"
"Psilopogon henricii","Yellow-crowned Barbet","Takur Topi-emas","Takor Mahkota Kuning","The Yellow-crowned barbet. A beautifully colored barbet with a powder-blue throat, dark eye mask, bright yellow forehead and brow, blue crown, and traces of red on the nape. It inhabits lowland forests and swamps in Brunei, Indonesia, Malaysia, Singapore, and Thailand. The species is classified as Near Threatened.","https://inaturalist-open-data.s3.amazonaws.com/photos/153103987/medium.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=E4B545F589257312","https://ebird.org/species/yecbar1","birdApp classification_dict"
"Psilopogon mystacophanos","Red-throated Barbet","Takur Warna-warni","Takor Raya","The Red-throated barbet. A large emerald-green barbet with a heavy dark bill; males have yellow, black, blue, and red facial patches, while females show only blue and red. It inhabits lowland forests, swamps, and wooded areas including parks and gardens in Brunei, Indonesia, Malaysia, Myanmar, Singapore, and Thailand, usually staying in the canopy. The species is classified as Near Threatened.","https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Red_throated_barbet.jpg/500px-Red_throated_barbet.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=85DECE79CFB3EC3D&sec=summary","https://ebird.org/species/retbar1","birdApp classification_dict"
"Psilopogon oorti","Black-browed Barbet","Takur Bukit","Takor Bukit","The Black-browed barbet. A loud but sluggish barbet with a leaf-green body, brightly colored face, and heavy black bill. It inhabits highland forests of Peninsular Malaysia and Sumatra, usually staying in the canopy and more often heard than seen. The species remains fairly common throughout its range.","https://upload.wikimedia.org/wikipedia/commons/1/16/Black-browed_Barbet_-_Malaysia_MG_6603_%2816222423359%29.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=ED45D950AC1ED773","https://ebird.org/species/blbbar5","birdApp classification_dict"
"Psilopogon pulcherrimus","Golden-naped Barbet","Takur Tengkuk-emas","","The Golden-naped barbet. A stunning emerald-green barbet with a neon powder-blue crown and throat, and a golden nape visible from certain angles. It inhabits montane forests on Borneo, usually found from mid-elevation slopes up to high mountains, foraging in the middle and upper canopy. The species remains fairly common within its limited range.","https://upload.wikimedia.org/wikipedia/commons/4/4f/Golden-naped_Barbet.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=6F8588902EDF98F9","https://ebird.org/species/gonbar1","birdApp classification_dict"
"Psilopogon pyrolophus","Fire-tufted Barbet","Takur Api","Takor Api","The Fire-tufted barbet. A beautiful emerald-green barbet with silvery cheeks, white forehead, black chinstrap, and a small reddish tuft above the base of the bill; bill is horn-colored with a dark central smudge. It inhabits lowland and montane forests of Peninsular Malaysia and Sumatra, usually staying in the canopy. The species remains fairly common throughout its range.","https://upload.wikimedia.org/wikipedia/commons/0/08/Psilopogon_pyrolophus-20030906.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=9769A702F64302E6","https://ebird.org/species/fitbar1","birdApp classification_dict"
"Psilopogon rafflesii","Red-crowned Barbet","Takur Tutut","Takor Mahkota Merah","The Red-crowned barbet. A brightly colored barbet with a massive dark bill, green body, and an intricate black-yellow-red-blue facial pattern; the entirely red crown distinguishes it from similar species. It inhabits wet lowland forests and plantations in Brunei, Indonesia, Malaysia, Myanmar, Singapore, and Thailand, usually staying in the upper canopy. The species is classified as Near Threatened.","https://upload.wikimedia.org/wikipedia/commons/3/32/Red-crowned_Barbet_%28_Megalaima_rafflesii_%29.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=39972C74391906EC","https://ebird.org/species/recbar1","birdApp classification_dict"
"Pterorhinus treacheri","Chestnut-hooded Laughingthrush","Poksai genting","","The Chestnut-hooded laughingthrush. An attractive laughingthrush with a dark chestnut head, gray body, bright orange bill, silvery wing stripe, and a pale crescent behind the eye; juveniles are duller than adults. It inhabits montane forests and forest edges in Borneo’s highlands, often found near lodges and trails. The species remains fairly common within its restricted range.","https://upload.wikimedia.org/wikipedia/commons/0/05/0A2A3968_Chestnut-hooded_laughingthrush.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=36545FD32D5CB02E","https://ebird.org/species/chhlau1","birdApp classification_dict"
"Pteruthius aeralatus","White-browed Shrike-Babbler","","","White-browed Shrike-Babbler. A small, stout bird with a large head; males are black above with a gray back, white below, white eyebrow, and bright orange wing stripes, while females are grayer with yellow-green replacing the orange. It inhabits foothill and montane forests across the eastern Himalayas and Southeast Asia, often joining mixed-species flocks at mid-levels. The species remains fairly common throughout its range.","https://upload.wikimedia.org/wikipedia/commons/5/55/Pteruthius_aeralatus%2C_Namdapha_NP%2C_Arunachal_Pradesh.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=4C6B41B31F6978C3","https://ebird.org/species/whbshb1","birdApp classification_dict"
"Ptilocichla leucogrammica","Bornean Wren-Babbler","Berencet Kalimantan","","A large, stout wren-babbler with a whitish face, brown back, and white-and-black streaked underparts giving it a pot-bellied appearance. Endemic to Borneo (found in Brunei, Indonesia, and Malaysia), it depends on pristine lowland forest and swampland with a patchy distribution, foraging quietly under dense cover and fallen trunks, usually in pairs or small groups. It is shy and best detected by its song, a simple two-note whistle.","https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Bornean_Wren-_%28or_Ground-%29_Babbler_%2813997632799%29.jpg/250px-Bornean_Wren-_%28or_Ground-%29_Babbler_%2813997632799%29.jpg","https://avibase.bsc-eoc.org/species.jsp?avibaseid=84D174532C66C9DC","https://ebird.org/species/bowbab1","manual research"
"Pycnonotus goiavier","Yellow-vented Bulbul","Merbah Cerukcuk","Merbah Kapur","The Yellow-vented bulbul. An attractive brown bird above and whitish below, with a bright yellow vent, thick black line from bill to eye, and a weak dark-edged crest. It inhabits open habitats, cities, parks, plantations, forest edges, and secondary growth across Southeast Asia. The species remains very common throughout its range.","https://upload.wikimedia.org/wikipedia/commons/6/66/Yellow-vented-Bulbul-1.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=E6413C7FF9265489","https://ebird.org/species/yevbul1","birdApp classification_dict"
"Pycnonotus plumosus","Olive-winged Bulbul","Merbah Belukar","Merbah Belukar","The Olive-winged bulbul. A large, plain brown bulbul with gray-streaked ear coverts, red eyes, and olive-green panels on the wings. It inhabits lowland forests, forest edges, and mangroves across southeastern Asia and the Greater Sunda Islands. The species remains fairly common throughout its range.","https://upload.wikimedia.org/wikipedia/commons/c/c4/Olive-winged_Bulbul.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=09CBDAE2D33A38C8","https://ebird.org/species/olwbul1","birdApp classification_dict (image URL replaced, original was dead/rejected)"
"Rhinortha chlorophaea","Raffles's Malkoha","Kadalan Selaya","Cenok Kerak","Raffles's malkoha. A long-tailed cuckoo with males bright rufous-brown and darker tail, females with gray head and chest; both sexes have bright blue skin around the eye and a blue bill. It inhabits lowland and foothill forests, foraging in the middle levels of vegetation, usually singly or in pairs. The species remains fairly common throughout its range.","https://upload.wikimedia.org/wikipedia/commons/2/27/Phaenicophaeus_chlorophaeus.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=75CE1C40C53524C1","https://ebird.org/species/rafmal1","birdApp classification_dict"
"Rhipidura albicollis","White-throated Fantail","Kipasan Gunung","Murai Gila Gunung","The White-throated fantail. A small, dark passerine with a white throat, short white eyebrow, and tail tipped in white except for the central feathers; juveniles are similar but paler with brownish feather edges. It inhabits forests, scrub, and cultivated areas from lowlands to mountains across tropical southern Asia. The species remains fairly common throughout its range.","https://upload.wikimedia.org/wikipedia/commons/a/aa/Rhipidura_albicollis_-Sattal%2C_Uttarakhand%2C_India-8.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=F2074D005E438193","https://ebird.org/species/whtfan1","birdApp classification_dict"
"Rhipidura dryas","Arafura Fantail","","","Arafura Fantail. A small songbird with grayish-brown upperparts, pale underparts, white throat with black border, red-brown rump, and a long pale-tipped tail often fanned. It inhabits wet areas with dense vegetation, including mangroves, foraging actively near the ground. The species remains fairly common throughout its range.","https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Arafura_Fantail_0A2A6168_%28cropped%29.jpg/500px-Arafura_Fantail_0A2A6168_%28cropped%29.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=DE2A2254C39B78B5","https://ebird.org/species/arafan1","birdApp classification_dict"
"Rhipidura javanica","Malaysian Pied Fantail","Kipasan Belang","Murai Gila","The Malaysian pied fantail. A small, dark-backed songbird with a white belly, slender white eyebrows, black chest band, and white-tipped tail, often fanning its tail while active. It inhabits lowland forests, parks, and gardens, often joining mixed-species flocks. The species remains fairly common throughout its range.","https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Rhipidura_javanica_-_Laem_Phak_Bia.jpg/500px-Rhipidura_javanica_-_Laem_Phak_Bia.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=75B49C25AAD16C3F","https://ebird.org/species/piefan1","birdApp classification_dict"
"Rhipidura perlata","Spotted Fantail","Kipasan Mutiara","Murai Gila Berbintik","The spotted fantail. Small black-and-white fantail with a distinctive speckled breast, constantly fanning and flicking its tail while active. Found in mid- to upper-levels of forests, often joining mixed-species flocks. The species remains fairly common throughout its range.","https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Spotted_Fantail_0A2A7792.jpg/500px-Spotted_Fantail_0A2A7792.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=B5A920A2606EAFB7","https://ebird.org/species/spofan1","birdApp classification_dict"
"Rhipidura rufiventris","Northern Fantail","Kipasan Dada-lurik","","The northern fantail. Small songbird with long tail and slim bill, dark gray above and pale below with a thin dark gray chest band. Found in dense vegetation of paperbark forests, mangroves, and swamps in New Guinea and northern Australia. The species remains fairly common throughout its range.","https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Northern_Fantail_0A2A3972.jpg/500px-Northern_Fantail_0A2A3972.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=E16560EF99291150","https://ebird.org/species/norfan1","birdApp classification_dict"
"Rhyticeros plicatus","Blyth's Hornbill","Julang Papua","","Blyth's hornbill. Huge hornbill with black body, white tail, and blue facial skin; male has rufous head and chest, female black-headed. Inhabits lowland and foothill forests in Wallacea and Melanesia, foraging in the canopy for fruit and small prey. The species is fairly common within its range.","https://upload.wikimedia.org/wikipedia/commons/b/bd/Hornbillfemale39.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=524408DFC99550C2","https://ebird.org/species/blyhor1","birdApp classification_dict"
"Rollulus rouloul","Crested Partridge","Puyuh Sengayan","","A small, rotund, short-tailed partridge about 25 cm long, with red legs and a patch of bare scarlet skin around the eye. The male is metallic green above with glossy dark blue underparts, a tall red crest, and a white forehead spot; the female is plain pea-green with a slate-grey head and no crest. Resident in lowland rainforest of southern Myanmar, Thailand, Malaysia, Sumatra, and Borneo, it forages alone or in pairs on the forest floor, preferring to run rather than fly when disturbed.","https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Crested_Partridge_%28Rollulus_rouloul%29%2C_Tambunan%2C_Sabah%2C_Borneo_2.jpg/250px-Crested_Partridge_%28Rollulus_rouloul%29%2C_Tambunan%2C_Sabah%2C_Borneo_2.jpg","https://avibase.bsc-eoc.org/species.jsp?avibaseid=90324456D772BBC0","https://birdsoftheworld.org/bow/species/crepar1/cur/introduction","manual research"
"Spilornis cheela","Crested Serpent Eagle","Elang-ular Bido","Helang Kuik","Crested serpent eagle. Large, heavily built eagle with a dark, white-tipped crest, bare yellow face and eyes, and rufous-brown underparts with bold white spots. In flight, shows broad rounded wings and wide black-edged tail band. Found in well-wooded areas across tropical Asia. The species is fairly common in suitable forest habitats.","https://upload.wikimedia.org/wikipedia/commons/9/9f/Crested_Serpent-Eagle.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=3EEEE78AD951A97B","https://ebird.org/species/crseag1","birdApp classification_dict"
"Stachyris maculata","Chestnut-rumped Babbler","epus Tunggir-merah","Rimba Rembah Besar","Chestnut-rumped babbler. Medium-sized brown babbler with a cinnamon-orange rump, white underparts marked by long black streaks, and an active foraging behavior. Moves in noisy flocks through lower levels of forest, often hopping and feeding in dense undergrowth. Found in lowland and foothill forests, including both primary and secondary growth. The species is currently listed as Near Threatened.","https://static.inaturalist.org/photos/209061634/medium.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=4F12830391EFB6B4","https://ebird.org/species/chrbab1","birdApp classification_dict"
"Stachyris nigriceps","Grey-throated Babbler","Tepus Kepala-hitam","Rimba Leher Kelabu","Grey-throated babbler. Medium-sized brown babbler with a streaked crown and a distinct white spot below the eye, often active in dense cover. Moves through forest undergrowth and scrubby edges, frequently joining mixed-species flocks in secondary growth. Sometimes comes to feeders placed near forest blinds. The species remains fairly common in suitable habitats across its range.","https://upload.wikimedia.org/wikipedia/commons/0/0d/Gray-throated_Babbler_Cropped.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=D58D57B3682C3B59","https://ebird.org/species/gytbab1","birdApp classification_dict"
"Stachyris nigricollis","Black-throated Babbler","Tepus Kaban","Rimba Bertam","Black-throated babbler. Medium-sized babbler with bright rufous upperparts, gray underparts, a striking black throat, and a bold white brow with a circular spot at the base of the bill. Forages in dense vegetation and is often difficult to observe clearly. Found in primary and secondary forests, including swampy areas, weedy plantations, and foothill habitats. The species is currently listed as Near Threatened.","https://upload.wikimedia.org/wikipedia/commons/e/e5/Black-throated_babbler_%28Stachyris_nigricollis%29.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=5B383BC6C6C024DA","https://ebird.org/species/bltbab1","birdApp classification_dict"
"Stachyris poliocephala","Grey-headed Babbler","Tepus Kepala-kelabu","Rimba Kepala Kelabu","Grey-headed babbler. Small, plain-looking babbler with warm rusty-brown plumage, a dark gray face, and a streaked crown, the pale eye giving a distinctive appearance. Usually keeps low in dense tangles and undergrowth, making it difficult to observe. Found in lowland forests on the mainland, and in foothill to lower montane forests on Borneo and Sumatra. The species remains fairly common in suitable habitats across its range.","https://static.inaturalist.org/photos/154910093/medium.jpeg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=656350862AD5C2CC","https://ebird.org/species/gyhbab1","birdApp classification_dict"
"Strix leptogrammica","Brown Wood-Owl","Kukuk Beluk","Hantu Punggok","Brown wood owl. Large, solemn-looking owl with deep black eyes, a dark-bordered pale face, and fine barring across the wings and underparts. Plumage varies across its wide range but always shows sooty shading around the eyes. Found in lowland and montane broadleaf forests, often near forest edges. The species is fairly common in suitable wooded habitats across its range.","https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Brown_Wood_Owl1.jpg/500px-Brown_Wood_Owl1.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=8253A00775EAC6EE","https://ebird.org/species/brwowl1","birdApp classification_dict"
"Surniculus lugubris","Square-tailed Drongo-Cuckoo","Kedasi Hitam","Hamba Kera","Square-tailed drongo-cuckoo. Small, slim black cuckoo with a slightly curved bill, resembling a Black Drongo but noticeably smaller. Adults are glossy black with white barring on the undertail, while juveniles are shorter-tailed and dark gray with bright white spots on the wings and flanks. Usually keeps to scrubby edges and tangled vegetation in lowland and foothill forests. The species is fairly common in suitable habitats across its range.","https://upload.wikimedia.org/wikipedia/commons/5/57/Fork-tailed_Drongo-Cuckoo_%28Surniculus_dicruroides%29.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=0B802575C3108C86","https://ebird.org/species/asidrc3","birdApp classification_dict"
"Tanysiptera galatea","Common Paradise-Kingfisher","Common Paradise-Kingfisher","","Common paradise kingfisher. Long-tailed forest kingfisher with white underparts and rump, dark blue upperparts, and pale blue shoulder and crown. Shows elongated white central tail feathers ending in spatula-shaped tips, often flicking the tail while perched. Found in lowland forests of the Maluku Islands and New Guinea, where it is more often heard than seen. The species is common and currently assessed as Least Concern.","https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Common_Paradise-Kingfisher_0A2A1308.jpg/1920px-Common_Paradise-Kingfisher_0A2A1308.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=76D3DC4863DC8D1A","https://ebird.org/species/copkin1","birdApp classification_dict"
"Terpsiphone affinis","Blyth's Paradise-flycatcher","","","Blyth’s paradise flycatcher. Medium-sized flycatcher with males in rufous or white morphs, both showing dark head, short rounded crest, and blue eyering. Breeding males have very long tail streamers, while females resemble duller rufous males with paler head and weaker eyering. Occurs in evergreen forests, edges, and secondary growth from lowlands to foothills. The species is fairly common, with some populations migratory.","https://upload.wikimedia.org/wikipedia/commons/3/31/Oriental_Paradise_Flycatcher_-_Lip_Kee_%281%29.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=7BDF053A1514ECD2","https://ebird.org/species/blypaf1","birdApp classification_dict"
"Tesia superciliaris","Javan Tesia","Tesia Jawa","","Javan tesia. Tiny, short-tailed warbler with long legs, olive-brown upperparts, and gray head and chest marked by a bold dark eye line. Actively moves through dense undergrowth in foothill and montane forests of Java. Often difficult to see, but its high-pitched tumbling song and dry rattling call reveal its presence. The species is fairly common within its restricted range.","https://www.oiseaux.net/photos/lars.petersson/images/tesie.de.java.lape.2g.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=0195424E61864A6A","https://ebird.org/species/javtes1","birdApp classification_dict"
"Todiramphus chloris","Collared Kingfisher","Cekakak Sungai","Pekaka Bakau","Collared kingfisher. Medium-sized kingfisher with greenish-blue upperparts, bright blue rump, white underparts, and a bold white collar. Shows a black facial mask, with females and juveniles slightly duller. Found mainly in mangroves and tidal creeks, but also in coastal plantations. The species is widespread and fairly common across its range.","https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Todiramphus_chloris_2_-_Laem_Phak_Bia.jpg/500px-Todiramphus_chloris_2_-_Laem_Phak_Bia.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=5DA28D375F27F00A","https://ebird.org/species/colkin1","birdApp classification_dict"
"Trochalopteron peninsulae","Malayan Laughingthrush","","","Malayan laughingthrush. Attractive cinnamon-brown laughingthrush with olive-yellow wings, silvery cheeks and nape, and a bright white eye-ring. Active in pairs or small groups, usually close to the ground in dense montane forest undergrowth. The species is localized but can be fairly common within its limited range.","https://upload.wikimedia.org/wikipedia/commons/9/9f/Malayan_Laughingthrush_-_Malaysia_MG_5797_%2819483008652%29.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=503C60987DC8454A","https://ebird.org/species/mallau1","birdApp classification_dict"
"Turdinus atrigularis","Black-throated Wren-Babbler","Berencet Leher-hitam","","Black-throated wren-babbler. Small, secretive bird with a black throat, pale bluish-gray patch behind the eye, chestnut wings, and scaly black-edged streaking on the body. Usually forages on the ground in lowland and foothill forests of Borneo, often in small groups. More often heard than seen, giving clear whistled songs of varying length and form. The species is currently listed as Near Threatened.","https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Turdinus_atrigularis.jpg/500px-Turdinus_atrigularis.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=BAD948AEFA1CC623","https://ebird.org/species/btwbab1","birdApp classification_dict"
"Turdinus macrodactylus","Large Wren-Babbler","Berencet besar","Rimba Besar Hujan","Large wren-babbler. Chunky babbler with a rounded body, long bill, and large dark eyes, showing a pale blue patch around the eye separated from a white throat by a dark line. Usually forages close to the ground in dense thickets of lowland and foothill forests. Moves singly, in pairs, or in small flocks, and is often detected by its pleasant, whistled song. The species is currently listed as Near Threatened.","https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Large_Wren-Babbler_0A2A3475.jpg/500px-Large_Wren-Babbler_0A2A3475.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=EC123357D166F5F8","https://ebird.org/species/lawbab1","birdApp classification_dict"
"Turdinus marmoratus","Marbled Wren-Babbler","Berencet Pualam","Rimba Hujan Bersisik","Marbled wren-babbler. Large, thrush-sized babbler with dark brown upperparts, white throat, coffee-colored cheeks, and striking black-and-white scaled underparts. Forages near or on the ground in foothill and montane forests, usually remaining hidden in dense cover. Best detected by its distinctive long airy whistle followed by a nasal buzzy note. The species is uncommon but locally present within its range.","https://inaturalist-open-data.s3.amazonaws.com/photos/60327626/medium.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=E5EA242EE1BA555C","https://ebird.org/species/mawbab1","birdApp classification_dict"
